Allen Crabbe;Trail Blazers;15;0;9.0;6.0;99:47;36.36363636363637;42.857142857142854;75.0;1.0;8.0;2.0;1.0;3.0;10.0;33.0;26.0;43.2;47.46835443037975;45.45454545454545;4.927238657962256;2.0099351752380854;6.019326197376206;8.04105485494122;1.0045889197284223;1.5928625340187033;8.214676889375685;12.99971356058411;23;G;6-6;210;APR 09, 1992;22;R;California;0.0;1.7142857142857144;1.0;-0.7500000000000001
Alonzo Gee;Cavaliers;65;24;149.0;47.0;1019:48;41.52542372881356;32.758620689655174;70.49180327868852;35.0;114.0;39.0;15.0;44.0;96.0;258.0;308.0;399.79999999999995;49.07928777963781;45.55084745762712;8.135880991681052;7.393127491199368;8.394816070645536;6.90960486365608;1.9591968947886058;2.534786568411212;13.50356002946231;10.778643349284572;33;F;6-6;225;MAY 29, 1987;27;4;Alabama;0.0;-0.2066115702479338;-0.4666666666666666;0.34328358208955223
Amar'e Stoudemire;Knicks;65;21;320.0;34.0;1466:13;55.7347670250896;0.0;73.89162561576354;112.0;208.0;23.0;37.0;91.0;159.0;772.0;795.0;990.0999999999999;59.63047642587901;55.7347670250896;12.995661310182053;17.871458865177594;11.331057813699497;4.251321599490921;0.835861158248362;4.474723913903448;10.173053704780218;18.73170000147558;1;F-C;6-11;245;NOV 16, 1982;31;11;Cypress Creek (FL);5.0;0.0847457627118644;0.161290322580645;-0.07070707070707082
Amir Johnson;Raptors;77;72;504.0;115.0;2203:59;56.301145662847794;30.303030303030305;63.63636363636363;171.0;333.0;55.0;88.0;123.0;270.0;799.0;1119.0;1292.6000000000001;59.28003323836658;57.93780687397708;13.27938124530626;17.200157727705225;11.887844589912449;8.814344168520591;1.2944126462091268;6.719507052373219;13.129242987062895;13.384076693849991;15;F;6-9;210;MAY 01, 1987;27;8;Westchester HS (Los Angeles);13.0;-0.07962716378162452;-0.6142857142857143;0.24137931034482754
Anderson Varejao;Cavaliers;65;29;627.0;140.0;1790:18;49.45533769063181;0.0;68.14814814814815;187.0;440.0;69.0;38.0;72.0;163.0;546.0;1073.0;1256.6999999999998;52.66203703703704;49.45533769063181;19.567112447314503;22.763666013722737;18.465114665266967;12.40951863279841;1.9754816756045752;3.6314937573464197;9.917901812772053;11.800145461833385;17;C;6-11;267;SEP 28, 1982;31;9;Santa Teresa, Brazil;15.0;-0.1023622047244095;-0.17557251908396937;0.062499999999999965
Andray Blatche;Nets;73;7;390.0;112.0;1617:53;47.62611275964392;27.77777777777778;74.2081447963801;120.0;270.0;75.0;38.0;110.0;166.0;821.0;916.0;1186.9;53.225973756547894;48.738872403560826;14.330605487147697;17.67626924941523;13.218629057656365;12.814570183448026;2.427652073861128;4.040965296323535;10.715399002493767;20.90155168172006;0;C-F;6-11;260;AUG 22, 1986;27;8;South Kent Prep (CT);6.0;-0.004444444444444508;0.4811881188118813;-0.22601626016260162
Andre Drummond;Pistons;81;81;1071.0;35.0;2619:5;62.288686605981795;0.0;41.76829268292683;440.0;631.0;101.0;131.0;110.0;273.0;1095.0;1842.0;2133.9;59.94613060044672;62.288686605981795;22.328979642611866;31.458691286173835;18.570851792490796;2.154262585363558;1.9449446033352107;7.843929503106366;9.050816219062664;13.569468275714536;0;C;6-10;270;AUG 10, 1993;20;1;Connecticut;57.0;-0.22687140115163154;0.42500000000000004;-0.24000000000000002
Andre Iguodala;Warriors;63;63;293.0;263.0;2039:43;48.03493449781659;35.42857142857142;65.15151515151516;53.0;240.0;95.0;18.0;100.0;103.0;588.0;873.0;1017.3;56.9679119516354;54.80349344978166;7.859134174912634;5.7452340992750095;8.554190971360962;18.16635098049985;2.3229992735922593;1.4427457212019248;17.10805447204544;10.597696085321836;9;F-G;6-6;207;JAN 28, 1984;30;9;Arizona;2.0;-0.03867403314917133;-0.14775510204081638;-0.058302583025830204
Andre Miller;Nuggets;58;2;130.0;197.0;981:5;45.887445887445885;52.38095238095239;77.92207792207793;28.0;102.0;34.0;9.0;61.0;75.0;283.0;450.0;486.79999999999995;53.42041679250982;48.268398268398265;7.408831011425081;5.963246879653273;7.937002507433186;29.32465316005841;1.7650788201022518;1.4707199177581518;16.36968656075569;11.90972056974476;24;G;6-2;200;MAR 19, 1976;38;14;Utah;0.0;-0.19391634980988587;-0.2510869565217391;-0.21157024793388432
Andre Roberson;Thunder;40;16;94.0;15.0;399:3;48.529411764705884;15.384615384615385;70.0;36.0;58.0;19.0;10.0;19.0;74.0;75.0;156.0;169.29999999999998;51.79558011049723;50.0;13.208278920619698;20.45983770797595;10.82654347946178;5.151048669024552;2.3811577241034514;4.474077985786703;18.283294842186297;8.258433347672563;21;G-F;6-7;210;DEC 04, 1991;22;R;Colorado;0.0;-0.16417910447761194;0.7499999999999999;-0.2588235294117646
Andrea Bargnani;Knicks;42;39;222.0;45.0;1253:43;44.223107569721115;27.77777777777778;82.35294117647058;69.0;153.0;14.0;52.0;57.0;100.0;558.0;536.0;766.2999999999998;51.016676418958454;47.211155378486055;10.301914148567702;13.02796561347802;9.413592022896204;6.381521832586795;0.591524285357623;7.435124318033891;8.483657796035006;17.735022413003538;77;C-F;7-0;250;OCT 26, 1985;28;7;Rome, Italy;4.0;-0.19085487077534793;-0.655813953488372;-0.10303030303030314
Andrei Kirilenko;Nets;45;4;146.0;72.0;857:18;51.24999999999999;20.0;51.26050420168067;55.0;91.0;40.0;19.0;54.0;65.0;226.0;313.0;330.7;53.21152759465059;51.5625;10.148201718573818;15.250029904960657;8.441374372853906;12.79219252566303;2.451479318132568;3.9063175172792253;19.327129563350038;11.892312270164554;47;F;6-9;235;FEB 18, 1981;33;11;St. Petersburg, Russia;1.0;0.08542713567839211;-0.2727272727272727;-0.15151515151515152
Andrew Bogut;Warriors;67;67;671.0;112.0;1769:40;62.66666666666667;0.0;34.375;182.0;489.0;47.0;121.0;97.0;210.0;492.0;1164.0;1212.6;61.017958130766935;62.66666666666667;20.663689575351395;23.127896549200997;19.875515795540423;9.304002252811152;1.3113577483751633;11.085374648336037;15.2276295133438;9.894745551622115;12;C;7-0;260;NOV 28, 1984;29;8;Utah;13.0;0.1573333333333334;-0.5407407407407407;-0.06602564102564099
Andrew Bynum;Cavaliers;26;19;145.0;29.0;515:40;41.77777777777778;0.0;75.51020408163265;53.0;92.0;6.0;29.0;34.0;31.0;225.0;257.0;369.6000000000001;45.627839065541856;41.77777777777778;15.58356236523657;21.191198280437877;13.522177973216964;9.783877868518465;0.5940543436277984;9.201339533331943;9.497206703910614;19.28621503342409;17;C;7-0;285;OCT 27, 1987;26;7;St. Joseph HS (NJ);2.0;0.02099447513812168;0.09565217391304333;0.1421052631578947
Andrew Nicholson;Magic;76;5;253.0;25.0;1168:32;42.720763723150355;31.46067415730337;82.45614035087719;52.0;201.0;18.0;23.0;51.0;150.0;433.0;451.0;659.0;48.75247703116556;46.06205250596659;12.284907301694489;10.81816702893475;12.731473120269854;3.562482750151743;0.7866197073383159;3.164213058819052;9.02080090561766;15.459693141096388;44;F;6-9;250;DEC 08, 1989;24;1;St. Bonaventure;3.0;-0.38409638554216863;0.2347826086956522;-0.4156378600823045
Anthony Bennett;Cavaliers;52;0;155.0;17.0;662:40;35.55555555555556;24.528301886792452;63.76811594202898;49.0;106.0;21.0;8.0;47.0;93.0;217.0;201.0;314.0;42.489035087719294;38.44444444444444;13.086583192006007;15.784540434818902;12.128301235987351;4.081330781687778;1.6284415122807052;2.0290114017437957;14.779874213836477;16.28559661989333;15;F;6-8;259;MAR 14, 1993;21;R;Nevada-Las Vegas;2.0;0.007142857142857126;0.25333333333333335;-0.21118881118881117
Anthony Davis;Pelicans;67;66;673.0;105.0;2357:45;51.94029850746269;22.22222222222222;79.0909090909091;207.0;466.0;89.0;189.0;109.0;200.0;1394.0;1766.0;1987.3000000000002;58.15117637243451;52.039800995024876;16.701833083061217;19.402980623467066;15.729153845604726;7.84296969106749;1.9462434655552716;13.30274694852026;7.0449844881075485;20.379669915810993;23;F-C;6-10;220;MAR 11, 1993;21;1;Kentucky;36.0;-3.1007751937973374E-4;-0.5089108910891089;0.10355987055016191
Anthony Morrow;Pelicans;76;9;140.0;59.0;1425:37;45.76923076923077;45.12820512820513;83.52941176470588;29.0;111.0;38.0;12.0;51.0;102.0;635.0;537.0;804.1999999999999;56.96088984571224;54.230769230769226;5.711881004466116;4.484845342792411;6.151597376233892;6.661909262143842;1.3748462690502699;1.3901796715006494;8.432539682539684;15.638626731794044;3;G;6-5;210;SEP 27, 1985;28;5;Georgia Tech;0.0;-0.6564516129032258;-0.7551724137931035;-0.3641791044776119
Anthony Randolph;Nuggets;43;5;122.0;32.0;526:36;38.63636363636363;29.508196721311474;75.36231884057972;20.0;102.0;26.0;19.0;39.0;64.0;206.0;241.0;291.8999999999999;49.91277379337081;43.75;12.562713213633545;7.703389437996163;14.335873366723014;9.403209457348884;2.3952708246315333;5.392649507727365;16.85101970273073;16.26423151003216;15;F;6-11;225;JUL 15, 1989;24;5;Louisiana State;0.0;0.04972375690607726;-0.7548387096774193;0.4901960784313726
Anthony Tolliver;Hornets;64;9;168.0;42.0;1298:7;42.01954397394137;41.29554655870445;80.48780487804879;33.0;135.0;19.0;15.0;23.0;82.0;393.0;428.0;586.5000000000001;60.454097957174504;58.63192182410424;7.275279358205282;6.474168020210868;7.5022020032838;5.000702426040822;0.7536065310407805;1.9406597013899902;10.546588407923698;10.032358829497785;43;F;6-8;240;JUN 01, 1985;29;5;Creighton;0.0;0.15363128491620115;0.5945945945945946;1.0629370629370627
Archie Goodwin;Suns;52;0;87.0;20.0;532:53;45.50898203592814;13.88888888888889;67.27272727272727;25.0;62.0;20.0;11.0;44.0;45.0;194.0;179.0;247.7;50.73221757322176;47.00598802395209;9.08195118710213;9.904760890948662;8.787594611313754;5.616639495283145;1.87015605856595;3.1775543723124486;17.707662588538312;15.681802244383872;20;G;6-5;198;AUG 17, 1994;19;R;Kentucky;0.0;-0.15505617977528083;0.6588235294117646;-0.04810126582278481
Arnett Moultrie;76ers;12;2;35.0;2.0;187:3;42.10526315789473;0.0;80.0;11.0;24.0;8.0;4.0;7.0;22.0;36.0;55.0;71.50000000000001;44.776119402985074;42.10526315789473;10.148709277239217;11.761629144514735;9.548553047555304;1.630483524733976;2.0236849983479024;3.0871261732697595;11.341542449773168;8.49432386331098;5;F;6-10;240;NOV 18, 1990;23;1;Mississippi State;0.0;0.12000000000000004;-1.0;-0.44
Aron Baynes;Spurs;53;4;145.0;34.0;490:49;43.558282208588956;0.0;90.47619047619048;57.0;88.0;2.0;5.0;36.0;77.0;161.0;217.0;300.7;46.737111007895955;43.558282208588956;16.445832661190103;28.05760192496584;12.969235267173651;9.872968930577402;0.20591236883688138;1.5773806380598727;13.297872340425531;15.14464241834851;16;F-C;6-10;260;DEC 09, 1986;27;1;Washington State;0.0;-0.22684563758389262;-1.0;-0.43941605839416054
Arron Afflalo;Magic;73;73;261.0;246.0;2544:28;46.015936254980076;43.050847457627114;81.54761904761905;32.0;229.0;35.0;3.0;146.0;135.0;1325.0;1120.0;1530.8000000000002;57.51666898180303;52.3406374501992;5.819617130473526;3.0567351351616283;6.660921930721379;16.82006401464635;0.7017712016381941;0.1897409873004187;11.258829698633518;18.657031336837022;4;G-F;6-5;215;OCT 15, 1985;28;6;UCLA;1.0;0.2434925864909391;0.20353982300884949;-0.22914979757085024
Austin Daye;Raptors;22;1;27.0;8.0;148:13;35.294117647058826;32.432432432432435;60.0;5.0;22.0;4.0;4.0;5.0;18.0;66.0;56.0;93.39999999999999;45.58011049723756;44.11764705882353;10.298118410385088;8.005362126757948;11.015108253121616;8.119335416392156;1.3659876877273305;4.33116856706053;7.584951456310679;18.62226386778177;23;F;6-11;200;JUN 05, 1988;26;4;Gonzaga;0.0;-0.7806451612903225;0.13333333333333333;-0.7280000000000001
Austin Rivers;Pelicans;69;4;129.0;160.0;1338:46;40.50632911392405;36.36363636363637;63.58381502890174;26.0;103.0;45.0;9.0;77.0;134.0;530.0;451.0;626.2999999999998;48.17130807823747;44.303797468354425;5.64960700857537;4.369426861030832;6.10080805534202;18.880882305099238;1.7382010070238745;1.0969654680682581;11.65677606879012;17.33721096661287;25;G;6-4;200;AUG 01, 1992;21;1;Duke;1.0;-0.31292246520874745;-0.8379746835443038;-0.375609756097561
Avery Bradley;Celtics;60;58;226.0;85.0;1855:6;43.75757575757576;39.5;80.35714285714286;48.0;178.0;63.0;11.0;96.0;145.0;891.0;694.0;1161.9000000000003;50.95621540010066;48.54545454545455;6.8808654803499705;5.570856300139107;7.34673923339736;8.057655321442942;1.7437279677519453;0.9212262370316197;8.856088560885608;18.677398610036562;0;G;6-2;180;NOV 26, 1990;23;3;Texas;1.0;0.07019704433497541;-0.012820512820512903;0.6192893401015227
Ben McLemore;Kings;82;55;235.0;82.0;2187:0;37.55522827687776;31.986531986531986;80.41958041958041;53.0;182.0;45.0;18.0;96.0;201.0;720.0;552.0;892.9;48.522751779167564;44.550810014727546;6.064646418900234;5.330742687571384;6.317944356799529;5.800648714543573;1.0410280468239435;1.3561383322419804;12.359029816159433;13.882033965732232;16;G;6-5;195;FEB 11, 1993;21;R;Kansas;0.0;-0.28372093023255807;0.21578947368421048;-0.24374999999999997
Beno Udrih;Knicks;41;12;58.0;115.0;639:29;43.50282485875706;43.90243902439025;83.33333333333334;10.0;48.0;23.0;4.0;46.0;50.0;197.0;246.0;304.30000000000007;51.7875920084122;48.58757062146893;5.317234665538302;3.7584006707014352;5.8201434768870834;27.990749481641203;1.899678880948808;1.1309556680026625;17.700477143296904;13.613424726455165;19;G;6-3;210;JUL 05, 1982;31;9;Sempeter, Slovenia;1.0;0.6099378881987577;1.657142857142857;0.6851063829787235
Bernard James;Mavericks;30;0;42.0;3.0;146:0;47.82608695652174;0.0;54.54545454545454;15.0;27.0;3.0;8.0;10.0;24.0;28.0;57.0;56.20000000000002;50.287356321839084;47.82608695652174;16.65005175527463;22.761169652265544;14.488883837405162;2.683844345100095;1.0480733255152856;9.111476689128624;23.741690408357076;9.249077770956596;5;C;6-10;240;FEB 07, 1985;29;1;Florida State;0.0;1.368421052631579;-1.0;0.774193548387097
Bismack Biyombo;Hornets;77;9;366.0;8.0;1072:27;61.111111111111114;0.0;51.68539325842697;105.0;261.0;7.0;86.0;40.0;124.0;222.0;550.0;508.69999999999993;60.60275169250928;61.111111111111114;19.323676354630408;24.984364382989895;17.709482880680785;1.1184772538304255;0.33824451097822683;13.549828898136681;16.170763260025872;7.797949874400073;0;C-F;6-9;245;AUG 28, 1992;21;2;Lubumbashi, DR Congo;1.0;0.3477832512315269;-1.0;0.05571847507331387
Blake Griffin;Clippers;80;80;757.0;309.0;2863:19;52.83296541574687;27.27272727272727;71.51335311572701;192.0;565.0;92.0;51.0;224.0;265.0;1930.0;2082.0;2480.7000000000003;58.28843412500906;53.27446651949963;14.741146727892687;14.2661833100895;14.909832285136778;19.177964463211854;1.6040685403361992;2.8491669520487357;10.482180293501047;23.957522347584714;32;F;6-10;251;MAR 16, 1989;25;3;Oklahoma;43.0;0.19127516778523485;-0.393939393939394;0.06082036775106091
Boris Diaw;Spurs;79;24;326.0;221.0;1970:23;52.06896551724138;40.17857142857143;73.91304347826086;74.0;252.0;44.0;32.0;121.0;139.0;717.0;917.0;1141.5;57.777849406910775;55.94827586206896;9.30964379228534;9.129864963462673;9.363788619606476;16.299755455146965;1.1262591881791435;2.5141489220627906;14.333096422648662;13.491689631545462;33;F;6-8;250;APR 16, 1982;32;10;Cormeille-en-Parisis, France;2.0;-0.008928571428571386;0.392079207920792;0.12343234323432331
Bradley Beal;Wizards;73;73;272.0;243.0;2520:5;41.84829991281604;40.2332361516035;78.83597883597884;54.0;218.0;71.0;18.0;127.0;152.0;1247.0;1017.0;1637.6000000000001;50.68446380958574;47.86399302528335;6.246926856535602;4.980287174368525;6.666939624107616;15.821498194666084;1.442816684433305;1.1741390327714585;8.845982391619302;19.34224857026656;3;G;6-5;207;JUN 28, 1993;21;1;Florida;0.0;-0.23996613039796785;-0.41630901287553645;-0.14999999999999994
Brandan Wright;Mavericks;58;0;244.0;31.0;1077:25;67.6737160120846;0.0;72.64150943396226;102.0;142.0;32.0;55.0;35.0;94.0;525.0;716.0;794.7;69.51064505878615;67.6737160120846;13.210877830406066;20.780753736143716;10.471018736347437;4.672251617908299;1.5313163014115514;8.35672213630527;6.840747400515988;14.00978646743172;34;F;6-10;210;OCT 05, 1987;26;5;North Carolina;2.0;0.3164882226980728;-0.26896551724137924;-0.05357142857142856
Brandon Bass;Celtics;82;73;470.0;87.0;2266:25;48.55172413793103;33.33333333333333;85.77405857740585;161.0;309.0;36.0;71.0;102.0;190.0;911.0;1066.0;1324.2;54.86894092705021;48.689655172413794;11.77093395996216;15.144058755169453;10.546928079560534;6.3561422644093675;0.8152631213779803;4.825052597842147;8.947368421052632;14.629986349405474;30;F;6-8;250;APR 30, 1985;29;8;Louisiana State;5.0;-0.06775320139697316;1.0;0.012698412698412624
Brandon Davies;76ers;51;0;109.0;28.0;575:7;42.1875;20.0;64.15094339622641;38.0;71.0;24.0;8.0;35.0;92.0;144.0;185.0;216.89999999999998;47.58128469468676;42.96875;10.25153796758394;13.639408190532873;9.048613092926912;6.956326093650931;2.02408150717282;2.1952790800065;16.720810242690618;11.09650502416062;20;F;6-10;240;JUL 25, 1991;22;R;Brigham Young;0.0;0.1500000000000001;-0.2923076923076922;-0.17199999999999993
Brandon Jennings;Pistons;80;79;244.0;609.0;2728:8;37.268722466960355;33.69803063457331;75.0778816199377;59.0;185.0;101.0;8.0;215.0;157.0;1241.0;1196.0;1670.6;48.61938193443239;44.052863436123346;4.866469652905606;4.041260364023698;5.205459450389354;34.37743687146338;1.8655268555969051;0.45823144179678277;15.4409652398736;18.942944577650913;7;G;6-1;169;SEP 23, 1989;24;4;Oak Hill Academy (VA);18.0;0.006018916595012923;0.3709677419354837;-0.15584415584415584
Brandon Knight;Bucks;72;69;255.0;351.0;2394:51;42.293577981651374;32.640949554896146;80.18575851393189;46.0;209.0;69.0;17.0;188.0;146.0;1291.0;1102.0;1565.4000000000003;52.38937765802033;47.33944954128441;6.118145759172068;3.971493858910192;6.9442710967300485;26.405286976924103;1.5011216356888972;1.1493664753335477;13.233844854286922;21.65967258675316;11;G;6-3;189;DEC 02, 1991;22;2;Kentucky;4.0;0.28539898132427854;0.3442006269592477;0.39220779220779217
Brandon Rush;Jazz;38;0;44.0;24.0;417:59;33.33333333333333;34.04255319148936;60.0;5.0;39.0;5.0;9.0;20.0;31.0;79.0;79.0;122.1;42.84164859002169;42.22222222222222;5.9722989195510765;2.673927839009123;7.094212550948423;8.459229252145278;0.6281861703388881;3.259307228163153;19.493177387914233;9.843112896179871;25;G;6-6;233;JUL 07, 1985;28;5;Kansas;0.0;-1.0;-0.3999999999999999;0.04210526315789462
Brendan Haywood;Unknow;0;0;0.0;0.0;0:0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33;C;7-0;263;NOV 27, 1979;34;12;North Carolina;0.0;0.0;0.0;0.0
Brian Roberts;Pelicans;72;42;136.0;234.0;1666:50;41.996557659208264;35.95505617977528;93.98496240601504;17.0;119.0;43.0;7.0;95.0;132.0;677.0;657.0;880.0999999999999;52.930322742056546;47.50430292598967;4.742764519534668;2.262422768571898;5.623502231693893;22.18980203249185;1.333049511547438;0.690210411582955;12.605488031420839;16.226110450826223;22;G;6-1;173;DEC 03, 1985;28;1;Dayton;0.0;-0.5710365853658537;-0.40178571428571425;0.06349206349206343
Brook Lopez;Nets;17;17;102.0;16.0;533:31;56.33187772925764;0.0;81.73913043478261;39.0;63.0;9.0;30.0;28.0;52.0;352.0;360.0;403.7;62.94706723891272;56.33187772925764;11.204144872802232;17.405798633510564;9.179470258688847;6.213759349673996;0.878643188704659;9.674508238724615;7.848413499271219;22.157929417619478;11;C;7-0;275;APR 01, 1988;26;5;Stanford;0.0;0.17966101694915243;3.0;-0.04657534246575341
Byron Mullens;Clippers;45;0;92.0;14.0;414:26;44.24242424242424;37.07865168539326;50.0;24.0;68.0;15.0;11.0;27.0;64.0;189.0;192.0;273.99999999999994;54.37284234752588;54.24242424242425;12.383999726135388;12.686527984724286;12.28064114575817;5.632383488885451;1.8025209814195597;4.157544190304557;15.375854214123008;17.27701472755878;30;C;7-0;275;FEB 14, 1989;25;4;Ohio State;0.0;-0.9144385026737967;-1.0;-0.8222222222222223
Carl Landry;Kings;18;1;57.0;5.0;232:58;51.66666666666667;0.0;82.35294117647058;15.0;42.0;3.0;1.0;9.0;34.0;76.0;101.0;122.19999999999999;56.31298162418494;51.66666666666667;13.760940385636339;12.966590685956142;14.068750894262417;3.5750703972707067;0.6546395043465826;0.7052005460783165;9.433962264150942;11.996299226726755;24;F;6-9;248;SEP 19, 1983;30;6;Purdue;0.0;0.35200000000000004;0.7333333333333333;-0.07142857142857145
Carlos Boozer;Bulls;76;76;632.0;118.0;2141:18;45.61224489795918;0.0;76.68393782383419;137.0;495.0;53.0;22.0;154.0;216.0;1042.0;1135.0;1649.6999999999998;48.92386282537655;45.61224489795918;16.835738105339175;14.218791334794926;17.739357321957314;10.978504288038923;1.3084842909897378;1.7494802395913869;9.851586489252814;21.357005705039832;5;F;6-9;266;NOV 20, 1981;32;11;Duke;25.0;0.03831101956745611;-0.37168141592920356;-0.19264214046822747
Carlos Delfino;Unknow;0;0;0.0;0.0;0:0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;G-F;6-6;230;AUG 29, 1982;31;8;Santa Fe, Argentina;0.0;0.0;0.0;0.0
Carmelo Anthony;Knicks;77;77;622.0;241.0;2971:47;45.17704517704518;39.90267639902677;84.80300187617262;145.0;477.0;95.0;51.0;198.0;223.0;2096.0;1928.0;2643.0;55.967359494157606;50.18315018315018;12.332905188330672;11.340312785141005;12.670016015124617;15.7215014197549;1.701325008422996;3.0554293985136063;9.22767183043454;25.784343849666907;7;F;6-8;235;MAY 29, 1984;30;10;Syracuse;22.0;0.007044410413476255;-0.11189427312775334;-0.2702702702702702
