ATL;82;3054.0;6675.0;765.0;2111.0;1390.0;1780.0;711.0;2563.0;3274.0;2037.0;680.0;326.0;1188.0;1576.0;8263.0;0.45752808988764043;0.36238749407863574;0.7808988764044944;0.4634146341463415;7847.463069452619;105.29517535628703;106.19277746858529;0.209240729841083;0.743976777939042;8.695940351473746;25.957433402003716;Hawks;Atlanta;E;Southeast;Philips Arena;1949
BKN;82;2926.0;6385.0;708.0;1921.0;1508.0;2002.0;720.0;2403.0;3123.0;1711.0;705.0;309.0;1143.0;1776.0;8068.0;0.45826155050900547;0.368558042686101;0.7532467532467533;0.5365853658536586;7604.702094146047;106.09225581907529;107.50255714326606;0.21726010863005432;0.7233594220349188;9.289043116313591;22.49923769291495;Nets;Brooklyn;E;Atlantic;Barclays Center;1976
BOS;82;2996.0;6883.0;575.0;1729.0;1325.0;1706.0;980.0;2505.0;3485.0;1726.0;584.0;343.0;1182.0;1743.0;7892.0;0.435275315995932;0.3325621746674378;0.7766705744431418;0.3048780487804878;7690.344642058165;102.62218882673983;107.41065043234845;0.2740492170022371;0.7420023696682464;7.596006279061697;22.44372756144868;Celtics;Boston;E;Atlantic;TD Garden;1946
CHA;82;2976.0;6730.0;516.0;1471.0;1474.0;2000.0;776.0;2724.0;3500.0;1778.0;499.0;421.0;954.0;1493.0;7942.0;0.44219910846953936;0.35078178110129166;0.737;0.524390243902439;7670.76269904009;103.53598868328768;103.31686930873552;0.21908526256352343;0.7762895411798233;6.4767735910878175;23.178920659643097;Hornets;Charlotte;E;Southeast;Time Warner Cable Arena;1988
CHI;82;2829.0;6544.0;506.0;1450.0;1480.0;1900.0;933.0;2671.0;3604.0;1851.0;592.0;421.0;1144.0;1556.0;7644.0;0.4323044009779951;0.3489655172413793;0.7789473684210526;0.5853658536585366;7447.135187991839;102.64349722461861;99.93531485560008;0.2719323812299621;0.7540937323546019;7.896650613256173;24.855195364046185;Bulls;Chicago;E;Central;United Center;1966
CLE;82;3026.0;6937.0;581.0;1634.0;1393.0;1854.0;988.0;2625.0;3613.0;1736.0;577.0;303.0;1105.0;1636.0;8026.0;0.436211618855413;0.35556915544675644;0.7513484358144552;0.4024390243902439;7721.640890052357;103.94163772029003;107.10890757775786;0.27225130890052357;0.7580132832803927;7.4495949460422235;22.482268014256604;Cavaliers;Cleveland;E;Central;Quicken Loans Arena;1970
DAL;82;3249.0;6858.0;721.0;1877.0;1378.0;1733.0;840.0;2514.0;3354.0;1935.0;704.0;356.0;1082.0;1636.0;8597.0;0.473753280839895;0.38412360149174213;0.7951529140219273;0.5975609756097561;7757.408993839836;110.82308547643787;107.91789670280343;0.2464065708418891;0.7272201330633498;9.044547533187334;24.94389559112566;Mavericks;Dallas;W;Southwest;American Airlines Center;1980
DEN;82;3147.0;7042.0;702.0;1959.0;1563.0;2154.0;1009.0;2717.0;3726.0;1838.0;615.0;459.0;1260.0;1890.0;8559.0;0.44689008804316954;0.35834609494640124;0.7256267409470752;0.43902439024390244;8107.227640174197;105.57246422423259;107.50509544208;0.27463255307566686;0.744995887030436;7.5690479332431835;22.67112854821118;Nuggets;Denver;W;Northwest;Pepsi Center;1976
DET;82;3182.0;7124.0;507.0;1580.0;1415.0;2111.0;1196.0;2525.0;3721.0;1714.0;687.0;395.0;1143.0;1666.0;8286.0;0.4466591802358226;0.3208860759493671;0.6702984367598295;0.35365853658536583;7866.657836134454;105.33062671086766;109.4130414425798;0.31407563025210083;0.7344386271087842;8.754572498375532;21.788160050980828;Pistons;Detroit;E;Central;The Palace of Auburn Hills;1948
GSW;82;3236.0;7005.0;774.0;2037.0;1303.0;1731.0;896.0;2819.0;3715.0;1912.0;642.0;407.0;1225.0;1784.0;8549.0;0.46195574589578875;0.3799705449189985;0.7527440785673022;0.6219512195121951;7995.137474067844;106.92749221296825;101.86300358617666;0.2511914774320157;0.7625101433594806;8.019135291517525;23.914535631207777;Warriors;Golden State;W;Pacific;Oracle Arena;1946
HOU;82;3113.0;6596.0;778.0;2177.0;1810.0;2543.0;918.0;2792.0;3710.0;1754.0;621.0;461.0;1264.0;1674.0;8814.0;0.47195269860521527;0.3573725310059715;0.711757766417617;0.6585365853658537;7946.248659117997;110.92026411590197;105.51305028631941;0.2735399284862932;0.7409766454352441;7.757945089723462;22.073308742828683;Rockets;Houston;W;Southwest;Toyota Center;1967
IND;82;2949.0;6573.0;550.0;1542.0;1485.0;1907.0;834.0;2831.0;3665.0;1651.0;550.0;446.0;1185.0;1675.0;7933.0;0.44865358283888634;0.35667963683527887;0.7787100157315154;0.6829268292682927;7639.820008941878;103.83752484633114;98.63871246883942;0.24858420268256334;0.7680412371134021;7.164724228455055;21.610456765573264;Pacers;Indiana;E;Central;Bankers Life Fieldhouse;1976
LAC;82;3208.0;6761.0;693.0;1966.0;1741.0;2384.0;858.0;2668.0;3526.0;2016.0;703.0;397.0;1092.0;1767.0;8850.0;0.4744860227776956;0.35249237029501523;0.7302852348993288;0.6951219512195121;7932.889350422372;111.5608652669383;104.50703649248044;0.24992717739586368;0.7251970644196792;8.875144558373247;25.413186935383912;Clippers;Los Angeles;W;Pacific;STAPLES Center;1970
LAL;82;3139.0;6980.0;774.0;2032.0;1390.0;1835.0;745.0;2620.0;3365.0;2006.0;611.0;446.0;1213.0;1627.0;8442.0;0.4497134670487106;0.3809055118110236;0.7574931880108992;0.32926829268292684;8183.262327469553;103.16179125361676;110.55231194986119;0.20162381596752368;0.710412147505423;7.540462447127169;24.513450989665387;Lakers;Los Angeles;W;Pacific;STAPLES Center;1948
