Allen Crabbe;Trail Blazers;15;0;9.0;6.0;94.0;0.36363636363636365;0.42857142857142855;0.36363636363636365;1.0;8.0;2.0;1.0;3.0;10.0;33.0;26.0;43.2;0.4746835443037975;0.45454545454545453;0.05106867271494528;0.020832098619095598;0.062387682204423936;0.08383352546011051;0.010412124582552385;0.01650932318820159;0.08214676889375686;0.13473634286837324;23;G;6-6;210;APR 09, 1992	;22;R;California	;0.0
Alonzo Gee;Cavaliers;65;24;149.0;47.0;987.0;0.4152542372881356;0.3275862068965517;0.4152542372881356;35.0;114.0;39.0;15.0;44.0;96.0;258.0;308.0;399.79999999999995;0.4907928777963781;0.4555084745762712;0.08219010737318856;0.0746866802681434;0.0848059152942406;0.06990495537981571;0.01979215321764699;0.025606861806220592;0.1350356002946231;0.10888775968095346;33;F;6-6;225;MAY 29, 1987	;27;4;Alabama	;16.0
Amar'e Stoudemire;Knicks;65;21;320.0;34.0;1433.0;0.557347670250896;NaN;0.557347670250896;112.0;208.0;23.0;37.0;91.0;159.0;772.0;795.0;990.0999999999999;0.5963047642587901;0.557347670250896;0.12998928393206133;0.1787595171386612;0.11333906418764252;0.042528061332559965;0.008360712920565172;0.04475848850464014;0.10173053704780217;0.18736409113049535;1;F-C;6-11;245;NOV 16, 1982		;31;11;Cypress Creek (FL)	;51.0
Amir Johnson;Raptors;77;72;504.0;115.0;2166.0;0.563011456628478;0.30303030303030304;0.563011456628478;171.0;333.0;55.0;88.0;123.0;270.0;799.0;1119.0;1292.6000000000001;0.5928003323836658;0.5793780687397708;0.13230382530152945;0.1713669199737311;0.11843980414309097;0.08773285381722427;0.012896364781504781;0.06694713185403982;0.13129242987062895;0.13334691669849433;15;F;6-9;210;MAY 01, 1987			;27;8;Westchester HS (Los Angeles)	;65.0
Anderson Varejao;Cavaliers;65;29;627.0;140.0;1760.0;0.49455337690631807;0.0;0.49455337690631807;187.0;440.0;69.0;38.0;72.0;163.0;546.0;1073.0;1256.6999999999998;0.5266203703703703;0.49455337690631807;0.19471556753889674;0.226525;0.18374940561103187;0.12336794641950584;0.019658344411509123;0.03613759413299208;0.09917901812772054;0.1174251963251619;17;C;6-11;267;SEP 28, 1982		;31;9;Santa Teresa, Brazil	;58.0
Andray Blatche;Nets;73;7;390.0;112.0;1578.0;0.4762611275964392;0.2777777777777778;0.4762611275964392;120.0;270.0;75.0;38.0;110.0;166.0;821.0;916.0;1186.9;0.532259737565479;0.4873887240356083;0.14367232803986105;0.17721447683424868;0.13252414295488665;0.12859393941565594;0.024338568627489718;0.04051293521210765;0.10715399002493767;0.20954973552592662;0;C-F;6-11;260;AUG 22, 1986		;27;8;South Kent Prep (CT)	;59.0
Andre Drummond;Pistons;81;81;1071.0;35.0;2585.0;0.6228868660598179;0.0;0.6228868660598179;440.0;631.0;101.0;131.0;110.0;273.0;1095.0;1842.0;2133.9;0.5994613060044672;0.6228868660598179;0.22175055247476536;0.3124183139801609;0.1844283397998619;0.021350729400577525;0.019315371648211472;0.07789857524736798;0.09050816219062664;0.13475927405057755;0;C;6-10;270;AUG 10, 1993	;20;1;Connecticut	;79.0
Andre Iguodala;Warriors;63;63;293.0;263.0;2009.0;0.48034934497816595;0.35428571428571426;0.48034934497816595;53.0;240.0;95.0;18.0;100.0;103.0;588.0;873.0;1017.3;0.569679119516354;0.5480349344978166;0.0781165358792307;0.057105245394997346;0.08502511231646433;0.1804003780559349;0.023089649834743257;0.014340294412409572;0.1710805447204544;0.10533670606220802;9;F-G;6-6;207;JAN 28, 1984	;30;9;Arizona	;54.0
Andre Miller;Nuggets;58;2;130.0;197.0;950.0;0.4588744588744589;0.5238095238095238;0.4588744588744589;28.0;102.0;34.0;9.0;61.0;75.0;283.0;450.0;486.79999999999995;0.5342041679250982;0.48268398268398266;0.07484703783386683;0.06024315632598635;0.08018284207660453;0.2967291053939065;0.017831547382336485;0.014857813487406338;0.1636968656075569;0.12031686303815514;24;G;6-2;200;MAR 19, 1976	;38;14;Utah		;29.0
Andre Roberson;Thunder;40;16;94.0;15.0;382.0;0.4852941176470588;0.15384615384615385;0.4852941176470588;36.0;58.0;19.0;10.0;19.0;74.0;75.0;156.0;169.29999999999998;0.5179558011049723;0.5;0.13480412885482992;0.20881377621646227;0.11049605864844274;0.05269480533997874;0.02430217400713818;0.04566258699768975;0.18283294842186296;0.08428584222284465;21;G-F;6-7;210;DEC 04, 1991	;22;R;Colorado	;4.0
Andrea Bargnani;Knicks;42;39;222.0;45.0;1233.0;0.44223107569721115;0.2777777777777778;0.44223107569721115;69.0;153.0;14.0;52.0;57.0;100.0;558.0;536.0;766.2999999999998;0.5101667641895845;0.4721115537848606;0.10249003171868434;0.12961053544995152;0.09365243498437852;0.06338497184166005;0.005884861967822138;0.07396937270085878;0.08483657796035006;0.17643934742875178;77;C-F;7-0;250;OCT 26, 1985	;28;7;Rome, Italy	;37.0
Andrei Kirilenko;Nets;45;4;146.0;72.0;835.0;0.5125;0.2;0.5125;55.0;91.0;40.0;19.0;54.0;65.0;226.0;313.0;330.7;0.5321152759465059;0.515625;0.10193053892215571;0.15317430712345803;0.08478682853671086;0.1285700906124337;0.024623141614974565;0.039235823329030764;0.19327129563350037;0.11944872917827588;47;F;6-9;235;FEB 18, 1981		;33;11;St. Petersburg, Russia	;18.0
Andrew Bogut;Warriors;67;67;671.0;112.0;1736.0;0.6266666666666667;NaN;0.6266666666666667;182.0;489.0;47.0;121.0;97.0;210.0;492.0;1164.0;1212.6;0.6101795813076694;0.6266666666666667;0.20617476985687744;0.23076172969580133;0.19831065889706162;0.09279143475268743;0.013084250079607798;0.11060583147862546;0.152276295133438;0.09872616792170134;12;C;7-0;260;NOV 28, 1984	;29;8;Utah		;60.0
Andrew Bynum;Cavaliers;26;19;145.0;29.0;504.0;0.4177777777777778;NaN;0.4177777777777778;53.0;92.0;6.0;29.0;34.0;31.0;225.0;257.0;369.6000000000001;0.45627839065541853;0.4177777777777778;0.15564383533133533;0.21165118079752224;0.13505536105655652;0.09768024320873567;0.005933232355377809;0.09190015360983103;0.09497206703910614;0.19262479312966857;17;C;7-0;285;OCT 27, 1987		;26;7;St. Joseph HS (NJ)	;15.0
Andrew Nicholson;Magic;76;5;253.0;25.0;1130.0;0.42720763723150357;0.3146067415730337;0.42720763723150357;52.0;201.0;18.0;23.0;51.0;150.0;433.0;451.0;659.0;0.4875247703116556;0.4606205250596659;0.12438161484315247;0.10953123630947165;0.12890298210169876;0.03618438745029915;0.007964327858842879;0.03203686607463604;0.0902080090561766;0.1565255276776851;44;F;6-9;250;DEC 08, 1989		;24;1;St. Bonaventure	;27.0
Anthony Bennett;Cavaliers;52;0;155.0;17.0;637.0;0.35555555555555557;0.24528301886792453;0.35555555555555557;49.0;106.0;21.0;8.0;47.0;93.0;217.0;201.0;314.0;0.42489035087719296;0.3844444444444444;0.13303664188199094;0.16046375301244056;0.1232948619586643;0.041622929721080684;0.016554541939365258;0.02062668759811617;0.14779874213836477;0.16555743035193296;15;F;6-8;259;MAR 14, 1993		;21;R;Nevada-Las Vegas	;14.0
Anthony Davis;Pelicans;67;66;673.0;105.0;2326.0;0.5194029850746269;0.2222222222222222;0.5194029850746269;207.0;466.0;89.0;189.0;109.0;200.0;1394.0;1766.0;1987.3000000000002;0.5815117637243451;0.5203980099502488;0.16573267626749313;0.19253622583229135;0.15608075768036628;0.0775930829626743;0.019312618956881335;0.13200346587845313;0.07044984488107549;0.20222793628688385;23;F-C;6-10;220;MAR 11, 1993	;21;1;Kentucky	;65.0
Anthony Morrow;Pelicans;76;9;140.0;59.0;1389.0;0.4576923076923077;0.4512820512820513;0.4576923076923077;29.0;111.0;38.0;12.0;51.0;102.0;635.0;537.0;804.1999999999999;0.5696088984571224;0.5423076923076923;0.05738197476268407;0.04505508466885674;0.061799397627023994;0.06700899517402857;0.013811806277394053;0.013965846761036092;0.08432539682539683;0.1571067891199388;3;G;6-5;210;SEP 27, 1985	;28;5;Georgia Tech	;36.0
Anthony Randolph;Nuggets;43;5;122.0;32.0;504.0;0.38636363636363635;0.29508196721311475;0.38636363636363635;20.0;102.0;26.0;19.0;39.0;64.0;206.0;241.0;291.8999999999999;0.49912773793370807;0.4375;0.1283934057016999;0.07873015873015873;0.14651545203342994;0.09652736904061211;0.024480140040020228;0.05511394109524951;0.1685101970273073;0.16622365242149387;15;F;6-11;225;JUL 15, 1989		;24;5;Louisiana State	;15.0
Anthony Tolliver;Hornets;64;9;168.0;42.0;1268.0;0.4201954397394137;0.41295546558704455;0.4201954397394137;33.0;135.0;19.0;15.0;23.0;82.0;393.0;428.0;586.5000000000001;0.604540979571745;0.5863192182410424;0.07294137925720538;0.0649094999224285;0.07521648786840292;0.05015661874932006;0.007555599872513028;0.019456901696649334;0.10546588407923697;0.10058364142422296;43;F;6-8;240;JUN 01, 1985		;29;5;Creighton		;31.0
Archie Goodwin;Suns;52;0;87.0;20.0;508.0;0.4550898203592814;0.1388888888888889;0.4550898203592814;25.0;62.0;20.0;11.0;44.0;45.0;194.0;179.0;247.7;0.5073221757322176;0.47005988023952094;0.09312277696697456;0.10155954600030515;0.09010455971484575;0.0579042518589118;0.019175849104166167;0.03258140029793573;0.17707662588538312;0.1607950695570655;20;G;6-5;198;AUG 17, 1994	;19;R;Kentucky	;8.0
Arnett Moultrie;76ers;12;2;35.0;2.0;180.0;0.42105263157894735;NaN;0.42105263157894735;11.0;24.0;8.0;4.0;7.0;22.0;36.0;55.0;71.50000000000001;0.4477611940298507;0.42105263157894735;0.10304456999372254;0.11942129629629629;0.09695090439276485;0.016588264421886604;0.020547415908856705;0.03134502923976608;0.11341542449773169;0.08624682469181978;5;F;6-10;240;NOV 18, 1990		;23;1;Mississippi State	;3.0
Aron Baynes;Spurs;53;4;145.0;34.0;461.0;0.43558282208588955;NaN;0.43558282208588955;57.0;88.0;2.0;5.0;36.0;77.0;161.0;217.0;300.7;0.46737111007895954;0.43558282208588955;0.17079795136630957;0.2913918089623078;0.13469180065587844;0.10335701057672825;0.002138499854818432;0.016381863238903494;0.13297872340425532;0.15728445938364874;16;F-C;6-10;260;DEC 09, 1986		;27;1;Washington State	;10.0
Arron Afflalo;Magic;73;73;261.0;246.0;2509.0;0.4601593625498008;0.43050847457627117;0.4601593625498008;32.0;229.0;35.0;3.0;146.0;135.0;1325.0;1120.0;1530.8000000000002;0.5751666898180303;0.523406374501992;0.05775929082658346;0.03033788128898277;0.06610918181457748;0.16654301446489994;0.0069650298327861414;0.0018831659577433807;0.11258829698633517;0.1851697241906647;4;G-F;6-5;215;OCT 15, 1985	;28;6;UCLA		;70.0
Austin Daye;Raptors;22;1;27.0;8.0;138.0;0.35294117647058826;0.32432432432432434;0.35294117647058826;5.0;22.0;4.0;4.0;5.0;18.0;66.0;56.0;93.39999999999999;0.45580110497237564;0.4411764705882353;0.1077134345033051;0.08373229115779189;0.11521280821289989;0.08588572788655469;0.014287583369206667;0.045301969076252155;0.07584951456310679;0.19478004811080524;23;F;6-11;200;JUN 05, 1988	;26;4;Gonzaga	;3.0
Austin Rivers;Pelicans;69;4;129.0;160.0;1306.0;0.4050632911392405;0.36363636363636365;0.4050632911392405;26.0;103.0;45.0;9.0;77.0;134.0;530.0;451.0;626.2999999999998;0.48171308078237474;0.4430379746835443;0.05668910177555962;0.04384356002990405;0.06121652855454961;0.1896007069915987;0.017441399666205133;0.011007135004117213;0.11656776068790119;0.17396447496239217;25;G;6-4;200;AUG 01, 1992	;21;1;Duke		;37.0
Avery Bradley;Celtics;60;58;226.0;85.0;1824.0;0.43757575757575756;0.395;0.43757575757575756;48.0;178.0;63.0;11.0;96.0;145.0;891.0;694.0;1161.9000000000003;0.5095621540010066;0.48545454545454547;0.06849137575732596;0.055451688923802034;0.07312863169069168;0.08007865128501;0.017356875788215882;0.009169784315392683;0.08856088560885608;0.1859127649018228;0;G;6-2;180;NOV 26, 1990	;23;3;Texas		;55.0
Ben McLemore;Kings;82;55;235.0;82.0;2151.0;0.3755522827687776;0.31986531986531985;0.3755522827687776;53.0;182.0;45.0;18.0;96.0;201.0;720.0;552.0;892.9;0.48522751779167567;0.44550810014727543;0.06038606353113517;0.05307853819748221;0.06290816693400199;0.05771272152281796;0.010365581343257258;0.013503154154636147;0.12359029816159432;0.13822428004765647;16;G;6-5;195;FEB 11, 1993	;21;R;Kansas		;48.0
Beno Udrih;Knicks;41;12;58.0;115.0;618.0;0.4350282485875706;0.43902439024390244;0.4350282485875706;10.0;48.0;23.0;4.0;46.0;50.0;197.0;246.0;304.30000000000007;0.517875920084122;0.4858757062146893;0.0537738617986775;0.03800917788342437;0.05885984175252044;0.2836754005585771;0.019211691044609146;0.011437496672050549;0.17700477143296905;0.13767427354515463;19;G;6-3;210;JUL 05, 1982		;31;9;Sempeter, Slovenia	;14.0
Bernard James;Mavericks;30;0;42.0;3.0;133.0;0.4782608695652174;0.0;0.4782608695652174;15.0;27.0;3.0;8.0;10.0;24.0;28.0;57.0;56.20000000000002;0.5028735632183908;0.4782608695652174;0.17825351159248604;0.24367842683632157;0.15511629999918186;0.028933911846751634;0.01122055074815789;0.09754640643178386;0.23741690408357077;0.09901954756042873;5;C;6-10;240;FEB 07, 1985	;29;1;Florida State	;2.0
Bismack Biyombo;Hornets;77;9;366.0;8.0;1034.0;0.6111111111111112;NaN;0.6111111111111112;105.0;261.0;7.0;86.0;40.0;124.0;222.0;550.0;508.69999999999993;0.6060275169250928;0.6111111111111112;0.19632825978191468;0.2538407646169395;0.1799280784770817;0.011386123693831776;0.0034365591206575626;0.13766605686688715;0.16170763260025872;0.07922705289672856;0;C-F;6-9;245;AUG 28, 1992		;21;2;Lubumbashi, DR Congo	;24.0
Blake Griffin;Clippers;80;80;757.0;309.0;2826.0;0.5283296541574687;0.2727272727272727;0.5283296541574687;192.0;565.0;92.0;51.0;224.0;265.0;1930.0;2082.0;2480.7000000000003;0.5828843412500906;0.5327446651949963;0.14616221208043578;0.14145282921593716;0.1478347722040092;0.189438971847611;0.01590474679561723;0.028250213635682885;0.10482180293501048;0.23754491607248515;32;F;6-10;251;MAR 16, 1989	;25;3;Oklahoma	;79.0
Boris Diaw;Spurs;79;24;326.0;221.0;1929.0;0.5206896551724138;0.4017857142857143;0.5206896551724138;74.0;252.0;44.0;32.0;121.0;139.0;717.0;917.0;1141.5;0.5777784940691078;0.5594827586206896;0.092765883860011;0.09097447891185685;0.09330540963295787;0.16229045451242616;0.0112226022152937;0.025052220269063143;0.1433309642264866;0.134437851904968;33;F;6-8;250;APR 16, 1982			;32;10;Cormeille-en-Parisis, France	;59.0
Bradley Beal;Wizards;73;73;272.0;243.0;2487.0;0.4184829991281604;0.40233236151603496;0.4184829991281604;54.0;218.0;71.0;18.0;127.0;152.0;1247.0;1017.0;1637.6000000000001;0.5068446380958574;0.47863993025283347;0.0619577707536463;0.04939508627574587;0.06612350782156245;0.15651899653061124;0.014310029143390739;0.011645251928834944;0.08845982391619302;0.1918387441214934;3;G;6-5;207;JUN 28, 1993	;21;1;Florida	;73.0
Brandan Wright;Mavericks;58;0;244.0;31.0;1047.0;0.676737160120846;NaN;0.676737160120846;102.0;142.0;32.0;55.0;35.0;94.0;525.0;716.0;794.7;0.6951064505878615;0.676737160120846;0.13291010721622704;0.2090680303429902;0.10534532532788418;0.04710237694493529;0.01540604768398722;0.08407411296743571;0.06840747400515988;0.1409476527878513;34;F;6-10;210;OCT 05, 1987	;26;5;North Carolina	;44.0
Brandon Bass;Celtics;82;73;470.0;87.0;2229.0;0.48551724137931035;0.3333333333333333;0.48551724137931035;161.0;309.0;36.0;71.0;102.0;190.0;911.0;1066.0;1324.2;0.5486894092705021;0.4868965517241379;0.11721483365264138;0.15080437404974795;0.10502619627270719;0.06322608787093355;0.008118381385920234;0.04804782182493278;0.08947368421052632;0.1456852465674261;30;F;6-8;250;APR 30, 1985	;29;8;Louisiana State;67.0
Brandon Davies;76ers;51;0;109.0;28.0;551.0;0.421875;0.2;0.421875;38.0;71.0;24.0;8.0;35.0;92.0;144.0;185.0;216.89999999999998;0.4758128469468676;0.4296875;0.10476092938473434;0.13938172816763572;0.092468185774208;0.07129652669002917;0.02068418031639526;0.022433656043371858;0.16720810242690617;0.11339568588920822;20;F;6-10;240;JUL 25, 1991	;22;R;Brigham Young	;6.0
Brandon Jennings;Pistons;80;79;244.0;609.0;2691.0;0.3726872246696035;0.33698030634573306;0.3726872246696035;59.0;185.0;101.0;8.0;215.0;157.0;1241.0;1196.0;1670.6;0.48619381934432393;0.44052863436123346;0.04835787343105315;0.04015780866294048;0.05172639864344191;0.34109342238292323;0.018537650083017075;0.0045534236612998005;0.154409652398736;0.18823512353571545;7;G;6-1;169;SEP 23, 1989		;24;4;Oak Hill Academy (VA)	;74.0
Brandon Knight;Bucks;72;69;255.0;351.0;2358.0;0.42293577981651376;0.3264094955489614;0.42293577981651376;46.0;209.0;69.0;17.0;188.0;146.0;1291.0;1102.0;1565.4000000000003;0.5238937765802033;0.47339449541284406;0.06087850218782543;0.039518280063225865;0.06909884788562841;0.26229490908179126;0.014936884536540587;0.011436750976111996;0.13233844854286922;0.21552419260090896;11;G;6-3;189;DEC 02, 1991	;22;2;Kentucky	;69.0
Brandon Rush;Jazz;38;0;44.0;24.0;398.0;0.3333333333333333;0.3404255319148936;0.3333333333333333;5.0;39.0;5.0;9.0;20.0;31.0;79.0;79.0;122.1;0.4284164859002169;0.4222222222222222;0.061345608290285014;0.0274657601734161;0.0728695582958561;0.08714093238518181;0.006452534151100459;0.033478596301007114;0.19493177387914232;0.10110541287700515;25;G;6-6;233;JUL 07, 1985	;28;5;Kansas		;2.0
Brian Roberts;Pelicans;72;42;136.0;234.0;1629.0;0.4199655765920826;0.3595505617977528;0.4199655765920826;17.0;119.0;43.0;7.0;95.0;132.0;677.0;657.0;880.0999999999999;0.5293032274205655;0.4750430292598967;0.04750650315867708;0.02266184499751826;0.05632852430948964;0.22235251304031378;0.013352659734667727;0.006913580246913581;0.1260548803142084;0.16253089610716112;22;G;6-1;173;DEC 03, 1985	;28;1;Dayton		;49.0
Brook Lopez;Nets;17;17;102.0;16.0;527.0;0.5633187772925764;0.0;0.5633187772925764;39.0;63.0;9.0;30.0;28.0;52.0;352.0;360.0;403.7;0.6294706723891272;0.5633187772925764;0.11086036671368125;0.17222315860441598;0.09082705111979311;0.0611595809868402;0.00869380994409747;0.09572524662038728;0.07848413499271219;0.21924352181629636;11;C;7-0;275;APR 01, 1988	;26;5;Stanford	;17.0
Byron Mullens;Clippers;45;0;92.0;14.0;392.0;0.44242424242424244;0.3707865168539326;0.44242424242424244;24.0;68.0;15.0;11.0;27.0;64.0;189.0;192.0;273.99999999999994;0.5437284234752588;0.5424242424242425;0.1279663518299882;0.1310924369747899;0.12689832689832686;0.05877571019721822;0.01862581065812511;0.04296073759453019;0.15375854214123008;0.17852685675798305;30;C;7-0;275;FEB 14, 1989	;25;4;Ohio State	;10.0
Carl Landry;Kings;18;1;57.0;5.0;224.0;0.5166666666666667;NaN;0.5166666666666667;15.0;42.0;3.0;1.0;9.0;34.0;76.0;101.0;122.19999999999999;0.5631298162418494;0.5166666666666667;0.13997173193601764;0.13189186965108624;0.14310267857142858;0.03650333261590705;0.006658776409842724;0.007173066595059076;0.09433962264150943;0.12202238600934144;24;F;6-9;248;SEP 19, 1983	;30;6;Purdue		;6.0
Carlos Boozer;Bulls;76;76;632.0;118.0;2110.0;0.4561224489795918;0.0;0.4561224489795918;137.0;495.0;53.0;22.0;154.0;216.0;1042.0;1135.0;1649.6999999999998;0.4892386282537655;0.4561224489795918;0.1674614561405572;0.1414312509843788;0.17644956161384642;0.10895967193505297;0.01301521105491036;0.017401702650517815;0.09851586489252814;0.21243352989875378;5;F;6-9;266;NOV 20, 1981	;32;11;Duke		;74.0
Carmelo Anthony;Knicks;77;77;622.0;241.0;2935.0;0.4517704517704518;0.39902676399026765;0.4517704517704518;145.0;477.0;95.0;51.0;198.0;223.0;2096.0;1928.0;2643.0;0.5596735949415761;0.5018315018315018;0.12213460015835315;0.11230480949406621;0.1254730589732711;0.15496784899398466;0.016848475397326475;0.030258373205741623;0.09227671830434539;0.2553462041858781;7;F;6-8;235;MAY 29, 1984	;30;10;Syracuse	;77.0
Caron Butler;Bucks;56;13;229.0;82.0;1396.0;0.39444444444444443;0.39357429718875503;0.39444444444444443;21.0;208.0;47.0;17.0;60.0;120.0;587.0;563.0;848.7;0.512216404886562;0.48518518518518516;0.09124946132525392;0.032610724519033976;0.11148965647532981;0.09449167406223526;0.016809630931936655;0.020545723304558675;0.1019367991845056;0.16101719657484617;2;F;6-7;228;MAR 13, 1980	;34;11;Connecticut	;36.0
Carrick Felix;Cavaliers;7;0;6.0;4.0;35.0;0.5;0.4;0.5;1.0;5.0;0.0;0.0;4.0;4.0;19.0;17.0;22.2;0.6027918781725888;0.5714285714285714;0.0926166902404526;0.060742115027829315;0.10347661188369153;0.18117927008107135;0.0;0.0;0.20876826722338204;0.18958019047619046;30;G-F;6-6;201;AUG 17, 1990	;23;R;Arizona State	;1.0
Cartier Martin;Hawks;59;6;110.0;33.0;841.0;0.42045454545454547;0.39072847682119205;0.42045454545454547;13.0;97.0;27.0;7.0;34.0;71.0;329.0;302.0;424.00000000000006;0.562200956937799;0.5321969696969697;0.07321770149408054;0.03747873530390503;0.08394593866239547;0.06134169287378141;0.01601879516102801;0.012938761050653717;0.12919896640826875;0.14008716314966232;20;F;6-7;220;NOV 20, 1984	;29;5;Kansas State	;20.0
Casper Ware;76ers;9;0;9.0;10.0;111.0;0.42857142857142855;0.3333333333333333;0.42857142857142855;0.0;9.0;8.0;0.0;5.0;11.0;48.0;45.0;65.2;0.5376344086021505;0.5119047619047619;0.045383926973330956;0.0;0.060113798008534856;0.13478258096204015;0.03457222628202015;0.0;0.11241007194244604;0.15300832747641258;17;G;5-10;175;JAN 17, 1990		;24;R;Long Beach State	;3.0
Chandler Parsons;Rockets;74;74;409.0;298.0;2740.0;0.47213779128672745;0.37037037037037035;0.47213779128672745;69.0;340.0;88.0;29.0;144.0;167.0;1226.0;1328.0;1757.3;0.5653729801519959;0.5379939209726444;0.08144959030306334;0.05208735022724143;0.09197111136129152;0.17128928702979107;0.01554161957388314;0.016305870510884793;0.11858879335902757;0.16167930041897435;25;F;6-9;227;OCT 25, 1988		;25;2;Florida		;72.0
